"","name","gender","eye_color","race","hair_color","height","publisher","alignment","weight","imc","categoria_imc","agility","accelerated_healing","durability","stealth","energy_absorption","flight","marksmanship","weapons_master","longevity","intelligence","super_strength","telepathy","energy_blasts","stamina","super_speed","teleportation","enhanced_senses","immortality","reflexes","invulnerability","force_fields","enhanced_hearing","n_poderes","uncommon_power","grupo"
"484","Red Robin","Male","blue","Human","Black",165,"DC Comics","good",56,20.6,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"FALSE","intermediario"
"485","Red Skull","Male","blue",NA,"No Hair",188,"Marvel Comics","bad",108,30.6,"Obesidade I","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"486","Red Tornado","Male","green","Android","No Hair",185,"DC Comics","good",146,42.7,"Obesidade III","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",14,"TRUE","forte"
"487","Redeemer II","Male",NA,NA,NA,NA,"Image Comics","bad",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"488","Redeemer III","Male",NA,NA,NA,NA,"Image Comics","bad",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"489","Rey","Female","hazel","Human","Brown",189.5,"George Lucas","good",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"490","Rhino","Male","brown","Human / Radiation","Brown",196,"Marvel Comics","bad",106,30.225,"Obesidade III","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","forte"
"491","Rick Flag","Male","blue",NA,"Brown",185,"DC Comics","bad",85,24.8,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"492","Riddler","Male",NA,NA,NA,NA,"DC Comics","bad",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"493","Rip Hunter","Male","blue","Human","Blond",NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","intermediario"
"494","Ripcord","Female","green",NA,"Black",180,"Marvel Comics","good",72,22.2,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"495","Robin","Male","blue","Human","Black",178,"DC Comics","good",79,24.9,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"496","Robin II","Male","blue","Human","Red",183,"DC Comics","good",101,30.2,"Obesidade I","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"497","Robin III","Male","blue","Human","Black",165,"DC Comics","good",56,20.6,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","intermediario"
"498","Robin V","Male","blue","Human","Black",175,"DC Comics","good",38,20.2,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"499","Robin VI","Female","green","Human","Red",NA,"DC Comics","neutral",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"FALSE","intermediario"
"500","Rocket Raccoon","Male","brown","Animal","Brown",175,"Marvel Comics","good",25,16.8,"Abaixo do peso","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",11,"TRUE","intermediario"
"501","Rogue","Female","green",NA,"Brown / White",173,"Marvel Comics","good",54,18,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"502","Rorschach","Male","blue","Human","Red",168,"DC Comics","good",63,22.3,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"503","Sabretooth","Male","amber","Mutant","Blond",198,"Marvel Comics","bad",171,43.6,"Obesidade III","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",18,"TRUE","forte"
"504","Sage","Female","blue",NA,"Black",170,"Marvel Comics","good",61,21.1,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"505","Sandman","Male","brown","Human","Brown",185,"Marvel Comics","neutral",106,30.225,"Obesidade III","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",11,"TRUE","fraco"
"506","Sasquatch","Male","red",NA,"Orange",189.5,"Marvel Comics","good",106,30.225,"Obesidade III","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","forte"
"507","Sauron","Male",NA,"Maiar",NA,189.5,"J. R. R. Tolkien","bad",NA,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE",20,"TRUE","forte"
"508","Savage Dragon","Male",NA,NA,NA,NA,"Image Comics","good",NA,NA,NA,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"509","Scarecrow","Male","blue","Human","Brown",183,"DC Comics","bad",63,18.8,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"510","Scarlet Spider","Male","blue","Human","Blond",178,"Marvel Comics","good",74,23.4,"Peso normal","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",15,"TRUE","forte"
"511","Scarlet Spider II","Male","brown","Clone","Brown",193,"Marvel Comics","good",113,30.3,"Obesidade I","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",11,"TRUE","forte"
"512","Scarlet Witch","Female","blue","Mutant","Brown",170,"Marvel Comics","bad",59,20.4,"Peso normal","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",14,"TRUE","forte"
"513","Scorpia","Female","green",NA,"Red",NA,"Marvel Comics","bad",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",5,"TRUE","fraco"
"514","Scorpion","Male","brown","Human","Brown",211,"Marvel Comics","bad",106,30.225,"Obesidade III","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",9,"TRUE","forte"
"515","Sebastian Shaw","Male",NA,"Mutant",NA,NA,"Marvel Comics","bad",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"516","Sentry","Male","blue","Mutant","Blond",188,"Marvel Comics","neutral",87,24.6,"Peso normal","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",22,"TRUE","forte"
"517","Shadow King",NA,"red",NA,NA,185,"Marvel Comics","good",149,43.5,"Obesidade III","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"518","Shadow Lass","Female","black","Talokite","Black",173,"DC Comics","good",54,18,"Abaixo do peso","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"519","Shadowcat","Female","hazel","Mutant","Brown",168,"Marvel Comics","good",50,17.7,"Abaixo do peso","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",9,"TRUE","intermediario"
"520","Shang-Chi","Male","brown","Human","Black",178,"Marvel Comics","good",79,24.9,"Peso normal","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",6,"TRUE","intermediario"
"521","Shatterstar","Male","brown",NA,"Red",191,"Marvel Comics","good",88,24.1,"Peso normal","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"FALSE","forte"
"522","She-Hulk","Female","green","Human","Green",201,"Marvel Comics","good",106,30.225,"Obesidade III","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",8,"TRUE","forte"
"523","She-Thing","Female","blue","Human / Radiation","No Hair",183,"Marvel Comics","good",153,30.225,"Obesidade III","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"524","Shocker","Male","brown","Human","Brown",175,"Marvel Comics","bad",79,25.8,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"525","Shriek","Female","yellow / blue",NA,"Black",173,"Marvel Comics","good",52,17.4,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","fraco"
"526","Sif","Female","blue","Asgardian","Black",188,"Marvel Comics","good",106,30.225,"Obesidade III","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",12,"TRUE","forte"
"527","Silk","Female","brown","Human","Black",NA,"Marvel Comics","good",NA,NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",17,"TRUE","forte"
"528","Silk Spectre","Female",NA,NA,NA,NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"529","Silk Spectre II","Female",NA,NA,NA,NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"530","Silver Surfer","Male","white","Alien","No Hair",193,"Marvel Comics","good",101,27.1,"Sobrepeso","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",21,"TRUE","forte"
"531","Silverclaw","Female","brown",NA,"Black",157,"Marvel Comics","good",50,20.3,"Peso normal","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","fraco"
"532","Simon Baz","Male","bown","Human","Black",NA,"DC Comics","good",NA,NA,NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",15,"TRUE","forte"
"533","Sinestro","Male","black","Korugaran","Black",201,"DC Comics","neutral",92,22.8,"Peso normal","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",10,"TRUE","forte"
"534","Siren","Female","blue","Atlantean","Purple",175,"DC Comics","bad",72,23.5,"Peso normal","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",14,"TRUE","forte"
"535","Siren II","Female","black",NA,NA,NA,"DC Comics","bad",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"536","Siryn","Female","blue",NA,"Strawberry Blond",168,"Marvel Comics","bad",52,18.4,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",4,"TRUE","fraco"
"537","Skaar","Male","green",NA,"Black",198,"Marvel Comics","good",106,30.225,"Obesidade III","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"538","Snowbird","Female","white",NA,"Blond",178,"Marvel Comics","good",49,15.5,"Abaixo do peso","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",9,"TRUE","forte"
"539","Sobek","Male","white",NA,"No Hair",NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"540","Solomon Grundy","Male","black","Zombie","White",189.5,"DC Comics","bad",106,30.225,"Obesidade III","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",10,"TRUE","forte"
"541","Songbird","Female","green",NA,"Red / White",165,"Marvel Comics","good",65,23.9,"Peso normal","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",8,"TRUE","forte"
"542","Space Ghost","Male",NA,"Human",NA,188,"DC Comics","good",113,32,"Obesidade I","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",13,"TRUE","forte"
"543","Spawn","Male","brown","Demon","Black",211,"Image Comics","good",106,30.225,"Obesidade III","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",18,"TRUE","forte"
"544","Spectre","Male","white","God / Eternal","No Hair",NA,"DC Comics","good",NA,NA,NA,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",12,"TRUE","forte"
"545","Speedball","Male",NA,NA,NA,NA,"Marvel Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",4,"TRUE","fraco"
"546","Speedy","Male",NA,"Human",NA,NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"547","Spider-Girl","Female","blue","Human","Brown",170,"Marvel Comics","good",54,18.7,"Peso normal","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",15,"TRUE","forte"
"548","Spider-Gwen","Female","blue","Human","Blond",165,"Marvel Comics","good",56,20.6,"Peso normal","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",16,"TRUE","forte"
"549","Spider-Man","Male","hazel","Human","Brown",178,"Marvel Comics","good",74,23.4,"Peso normal","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",20,"TRUE","forte"
"550","Spider-Woman","Female","green","Human","Black",178,"Marvel Comics","good",59,18.6,"Peso normal","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",12,"TRUE","forte"
"551","Spider-Woman III","Female","brown",NA,"Brown",173,"Marvel Comics","good",55,18.4,"Abaixo do peso","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",9,"TRUE","forte"
"552","Spider-Woman IV","Female","red",NA,"White",178,"Marvel Comics","bad",58,18.3,"Abaixo do peso","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",11,"TRUE","forte"
"553","Spock","Male","brown","Human-Vulcan","Black",185,"Star Trek","good",81,23.7,"Peso normal","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",9,"TRUE","intermediario"
"554","Spyke","Male","brown","Mutant","Blond",183,"Marvel Comics","good",83,24.8,"Peso normal","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"555","Star-Lord","Male","blue","Human-Spartoi","Blond",188,"Marvel Comics","good",79,22.4,"Peso normal","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","intermediario"
"556","Stardust","Male",NA,NA,NA,NA,"Marvel Comics","good",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",14,"TRUE","forte"
"557","Starfire","Female","green","Tamaranean","Auburn",193,"DC Comics","good",71,19.1,"Peso normal","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",7,"TRUE","fraco"
"558","Stargirl","Female","blue","Human","Blond",165,"DC Comics","good",62,22.8,"Peso normal","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",14,"TRUE","forte"
"559","Static","Male","brown","Mutant","Black",170,"DC Comics","good",63,21.8,"Peso normal","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",14,"TRUE","forte"
"560","Steel","Male","brown",NA,"No Hair",201,"DC Comics","good",131,32.4,"Obesidade I","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","fraco"
"561","Stephanie Powell","Female",NA,NA,"Blond",NA,"ABC Studios","good",NA,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"562","Steppenwolf","Male","red","New God","Black",183,"DC Comics","bad",91,27.2,"Sobrepeso","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",14,"TRUE","forte"
"563","Storm","Female","blue","Mutant","White",180,"Marvel Comics","good",57,17.6,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","fraco"
